Generation,Exact_Match,F1_Score,BERTScore_F1,Semantic_Similarity
0,0.2727272727272727,0.1229262320171411,0.842563271522522,0.07520661157024794
1,0.2727272727272727,0.13766233766233765,0.8422500491142273,0.09595959595959597
2,0.18181818181818182,0.1409090909090909,0.7556018233299255,0.1
3,0.18181818181818182,0.1409090909090909,0.7556018233299255,0.1
