Generation,Exact_Match,F1_Score,BERTScore_F1,Semantic_Similarity
0,0.2727272727272727,0.1229262320171411,0.842563271522522,0.07520661157024794
1,0.09090909090909091,0.04250295159386069,0.7493758797645569,0.024242424242424242
2,0.0,0.02597402597402598,0.7999261617660522,0.01515151515151515
3,0.0,0.02597402597402598,0.7999261617660522,0.01515151515151515
